Parent_File,0.2,0.5,0.8,1.0,1.5,2.0,3.0,Average_Score
rgb/livingroom_09.png,0.91,0.69,0.85,,0.6923076923076923,0.67,0.7763157894736842,0.7647705802968962
rgb/factory_06.png,0.22,0.79,0.89,1.0,0.7692307692307693,0.66,0.8181818181818182,0.7353446553446553
rgb/restaurant_07.png,0.34,0.57,0.68,,0.6282051282051282,0.62,0.6973684210526315,0.5892622582096266
rgb/livingroom_12.png,0.52,0.59,0.61,,0.5769230769230769,0.5,0.6052631578947368,0.5670310391363022
rgb/corridor_06.png,0.68,1.0,1.0,1.0,0.01282051282051282,0.01,0.0,0.528974358974359
rgb/livingroom_11.png,0.32,0.67,0.72,,0.6282051282051282,0.54,0.19736842105263158,0.51259559154296
rgb/meetingroom_02.png,0.54,0.55,0.45,,0.5128205128205128,0.48,0.5131578947368421,0.5076630679262258
rgb/restaurant_12.png,0.85,0.8,0.65,,0.358974358974359,0.27,0.09210526315789473,0.5035132703553756
rgb/lectureroom_03.png,0.01,0.0,0.0,,1.0,1.0,1.0,0.5016666666666666
rgb/factory_01.png,0.65,0.7,0.52,0.0,0.5,0.5,0.45454545454545453,0.47493506493506493
rgb/factory_08.png,0.54,0.61,0.4,0.0,0.5384615384615384,0.61,0.5974025974025974,0.47083773369487647
rgb/storageroom_07.png,0.45,0.66,0.53,,0.5256410256410257,0.22,0.21052631578947367,0.43269455690508324
rgb/livingroom_13.png,0.33,0.39,0.45,,0.47435897435897434,0.49,0.4605263157894737,0.432480881691408
rgb/office_02.png,0.25,0.44,0.39,,0.48717948717948717,0.49,0.4342105263157895,0.4152316689158795
rgb/meetingroom_05.png,0.35,0.41,0.37,,0.48717948717948717,0.48,0.35526315789473684,0.408740440845704
rgb/meetingroom_01.png,0.07,0.53,0.9,,0.5128205128205128,0.36,0.06578947368421052,0.40643499775078723
rgb/livingroom_07.png,0.21,0.6,0.64,,0.3717948717948718,0.31,0.18421052631578946,0.38600089968511014
rgb/corridor_09.png,0.28,0.7,0.56,0.0,0.5,0.44,0.18181818181818182,0.38025974025974024
rgb/livingroom_08.png,0.13,0.81,0.81,,0.19230769230769232,0.12,0.14473684210526316,0.3678407557354926
rgb/lectureroom_02.png,0.07,0.55,0.42,,0.34615384615384615,0.44,0.35526315789473684,0.36356950067476385
rgb/lab_04.png,0.19,0.29,0.31,1.0,0.28205128205128205,0.19,0.23684210526315788,0.35698476961634856
rgb/livingroom_14.png,0.4,0.34,0.55,,0.3333333333333333,0.22,0.2236842105263158,0.3445029239766082
rgb/livingroom_05.png,0.0,0.35,0.55,,0.6282051282051282,0.26,0.27631578947368424,0.3440868196131354
rgb/meetingroom_07.png,0.1,0.88,0.86,,0.19230769230769232,0.01,0.0,0.34038461538461534
rgb/storageroom_08.png,0.77,1.0,0.22,,0.0,0.02,0.02631578947368421,0.3393859649122806
rgb/restaurant_04.png,0.24,0.28,0.39,,0.34615384615384615,0.39,0.3815789473684211,0.33795546558704453
rgb/livingroom_10.png,0.4,0.31,0.35,,0.3076923076923077,0.38,0.27631578947368424,0.33733468286099866
rgb/livingroom_06.png,0.02,0.54,0.72,,0.3974358974358974,0.17,0.17105263157894737,0.33641475483580746
rgb/office_06.png,0.2,0.35,0.6,,0.21794871794871795,0.27,0.2631578947368421,0.31685110211426
rgb/livingroom_02.png,0.11,0.43,0.36,,0.358974358974359,0.32,0.27631578947368424,0.30921502474134055
rgb/livingroom_15.png,0.21,0.41,0.36,,0.23076923076923078,0.27,0.32894736842105265,0.3016194331983806
rgb/restroom_02.png,0.32,0.29,0.28,,0.3717948717948718,0.26,0.23684210526315788,0.293106162843005
rgb/livingroom_03.png,0.0,0.74,0.7,,0.1794871794871795,0.02,0.07894736842105263,0.28640575798470536
rgb/kitchen_07.png,0.41,0.54,0.48,0.0,0.07692307692307693,0.01,0.4675324675324675,0.2834936492079349
rgb/lab_03.png,0.0,0.41,0.5,1.0,0.038461538461538464,0.01,0.0,0.2797802197802198
rgb/lectureroom_05.png,0.41,0.65,0.41,,0.05128205128205128,0.03,0.0,0.25854700854700857
rgb/livingroom_04.png,0.0,0.52,0.23,,0.1282051282051282,0.33,0.34210526315789475,0.2583850652271705
rgb/restaurant_06.png,0.18,0.46,0.32,,0.3333333333333333,0.12,0.13157894736842105,0.25748538011695904
rgb/meetingroom_06.png,0.18,0.34,0.25,,0.2692307692307692,0.26,0.23684210526315788,0.25601214574898784
rgb/kitchen_01.png,0.04,0.93,0.62,0.0,0.07692307692307693,0.06,0.025974025974025976,0.2504138718424433
rgb/storageroom_05.png,0.16,0.36,0.34,,0.21794871794871795,0.19,0.2236842105263158,0.24860548807917227
rgb/office_04.png,0.05,0.45,0.49,,0.16666666666666666,0.17,0.11842105263157894,0.24084795321637428
rgb/lectureroom_04.png,0.04,0.64,0.17,,0.16666666666666666,0.19,0.19736842105263158,0.2340058479532164
rgb/corridor_03.png,0.07,0.49,0.42,0.0,0.13924050632911392,0.15,0.3116883116883117,0.22584697400248935
rgb/restaurant_05.png,0.06,0.28,0.49,,0.28205128205128205,0.12,0.11842105263157894,0.22507872244714353
rgb/restaurant_03.png,0.03,0.35,0.17,,0.038461538461538464,0.23,0.5,0.21974358974358976
rgb/storageroom_03.png,0.0,0.48,0.76,,0.038461538461538464,0.01,0.013157894736842105,0.2169365721997301
rgb/meetingroom_08.png,0.2,0.27,0.26,,0.20512820512820512,0.16,0.15789473684210525,0.2088371569950517
rgb/restaurant_10.png,0.11,0.09,0.41,,0.24358974358974358,0.22,0.14473684210526316,0.20305443094916784
rgb/office_01.png,0.09,0.43,0.31,,0.34615384615384615,0.0,0.0,0.19602564102564105
rgb/restaurant_08.png,0.0,0.43,0.58,,0.0,0.0,0.039473684210526314,0.17491228070175438
rgb/lab_08.png,0.1,0.38,0.14,,0.14102564102564102,0.12,0.11842105263157894,0.16657444894287002
rgb/office_07.png,0.22,0.11,0.09,,0.14102564102564102,0.22,0.21052631578947367,0.1652586594691858
rgb/kitchen_04.png,0.15,0.21,0.22,0.0,0.16666666666666666,0.2,0.2077922077922078,0.16492269635126777
rgb/lectureroom_07.png,0.04,0.61,0.14,,0.05128205128205128,0.08,0.05263157894736842,0.16231893837156997
rgb/restaurant_11.png,0.11,0.19,0.1,,0.0641025641025641,0.4,0.013157894736842105,0.1462100764732344
rgb/factory_07.png,0.16,0.12,0.04,0.0,0.0,0.27,0.4025974025974026,0.1417996289424861
rgb/kitchen_05.png,0.73,0.09,0.04,0.0,0.038461538461538464,0.03,0.03896103896103896,0.13820322534608248
rgb/lab_09.png,0.03,0.27,0.19,,0.07692307692307693,0.12,0.11842105263157894,0.13422402159244265
rgb/office_05.png,0.16,0.23,0.04,,0.0,0.14,0.18421052631578946,0.12570175438596493
rgb/restroom_01.png,0.24,0.14,0.11,,0.11538461538461539,0.07,0.05263157894736842,0.12133603238866397
rgb/meetingroom_04.png,0.16,0.17,0.14,,0.02564102564102564,0.08,0.14473684210526316,0.12006297795771481
rgb/restaurant_09.png,0.05,0.38,0.12,,0.05128205128205128,0.04,0.07894736842105263,0.120038236617184
rgb/storageroom_01.png,0.0,0.58,0.13,,0.0,0.0,0.0,0.11833333333333333
rgb/lab_10.png,0.03,0.29,0.11,,0.038461538461538464,0.1,0.10526315789473684,0.11228744939271253
rgb/storageroom_02.png,0.01,0.03,0.12,,0.1794871794871795,0.18,0.13157894736842105,0.10851102114260008
rgb/kitchen_08.png,0.24,0.26,0.14,0.0,0.038461538461538464,0.05,0.025974025974025976,0.10777650920508064
rgb/lab_06.png,0.0,0.43,0.21,0.0,0.02564102564102564,0.02,0.013157894736842105,0.09982841719683826
rgb/kitchen_02.png,0.11,0.15,0.13,0.0,0.10256410256410256,0.11,0.09090909090909091,0.09906759906759907
rgb/corridor_08.png,0.03,0.38,0.12,0.0,0.038461538461538464,0.03,0.025974025974025976,0.08920508063365207
rgb/lab_05.png,0.05,0.24,0.1,0.0,0.0,0.04,0.17105263157894737,0.08586466165413534
rgb/lectureroom_06.png,0.03,0.11,0.07,,0.11538461538461539,0.07,0.11842105263157894,0.08563427800269906
rgb/lectureroom_01.png,0.03,0.07,0.07,,0.10256410256410256,0.07,0.13157894736842105,0.0790238416554206
rgb/corridor_10.png,0.06,0.22,0.22,0.0,0.02564102564102564,0.0,0.0,0.07509157509157509
